col_001,col_002,col_003,col_004,col_005,col_006,col_007,col_008,col_009,col_010,col_011,col_012,col_013,col_014,col_015,col_016,col_017,col_018,col_019,col_020,col_021,col_022,col_023,col_024,col_025,col_026,col_027,col_028
2015,47342,7581,55843,84168,61013,5944,103645,727,2863,2015,742,65179,175,356,2815,2787,8741,45438,495361,,,,,,,,
2016,53907,9891,55226,77891,63504,8783,104044,1019,2935,2016,836,62921,182,381,3093,2749,11444,50429,509234,,,,,,,,
2017,58961,19803,52652,79858,60694,8650,122424,1096,2944,2017,810,59679,203,413,2657,2952,19553,27569,520917,,,,,,,,
2018,71010,29474,50336,72015,54295,10367,120715,1349,3215,2018,616,59955,196,422,2626,3595,19902,36973,537061,,,,,,,,
2019,72987,26995,45523,75178,50263,10352,114874,1165,3723,2019,1776,57443,174,429,2835,2371,27826,35938,529851,,,,,,,,
2020,70924,25593,32758,80585,51713,9871,105447,1551,3829,2020,4956,54608,169,450,2511,3425,28611,38982,515983,,,,,,,,
2021,80234,27891,41105,75478,54381,10711,102740,1314,4074,2021,5170,58059,177,461,2737,3642,30244,38643,537061,,,,,,,,
2022,83983,30958,46420,82646,51583,10483,99772,1701,4322,2022,4183,52068,257,542,2370,3153,32276,44656,551376,,,,,,,,
2022.1,8257,2483,3789,6881,5227,929,9845,121,430,2022.1,521,4854,44,76,238,352,3203,4105,51353,,,,,,,,
2,7546,2403,3633,6307,4250,862,8451,114,391,2,355,3999,43,69,221,294,2551,3626,45117,,,,,,,,
3,9399,2096,3251,5856,4388,861,7986,111,373,3,499,3946,24,52,248,350,3026,3804,46268,,,,,,,,
4,6918,2052,3831,6153,3959,759,6314,108,315,4,232,3636,14,36,200,284,2823,3645,41278,,,,,,,,
5,5910,2023,3503,7102,3671,824,6985,128,298,5,249,4200,12,33,168,282,2784,3890,42060,,,,,,,,
6,5843,2597,3777,6701,4264,521,8368,107,313,6,295,4214,10,31,195,289,2710,3741,43976,,,,,,,,
7,7270,3056,4716,6529,4529,790,10562,135,399,7,482,4710,11,29,176,305,2953,4334,50986,,,,,,,,
8,6671,3216,4892,7935,4849,951,9142,331,422,8,486,4712,10,28,148,260,1960,4153,50165,,,,,,,,
9,5503,2487,3851,7455,4229,958,7875,199,334,9,156,4488,11,28,140,7,1762,3187,42669,,,,,,,,
10,5279,2619,3324,7632,3910,1160,6818,114,328,10,128,4616,9,35,163,50,2518,3401,42102,,,,,,,,
11,6628,2372,3289,6915,3752,976,7661,123,308,11,249,3985,16,42,224,332,2973,3240,43084,,,,,,,,
12,8758,3555,4565,7180,4556,893,9765,109,413,12,533,4709,53,83,251,349,3014,3530,52316,,,,,,,,
1) 지역 구분은 전력시장에 등록된 발전기의 소재지 기준으로 분류함,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2) 현재 기준 세종시 소재 발전기의 경우, 2012년 6월까지는 당시의 행정구역을 기준으로, 2012년 7월부터는 세종으로 분류함",,,,,,,,,,,,,,,,,,,,,,,,,,,
3-2. 회원사별 전력거래량,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Energy Trading Volume by Members,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분,A 회원사,,B 회원사,,C 회원사,,D 회원사,,E 회원사,,F 회원사,,기타,,합계,증감률(%),"[단위 : GWh, %]",,,,,,,,,,
,Member A,,Member B,,Member C,,Member D,,Member E,,Member F,,Others,,,,"[Unit : GWh, %]",,,,,,,,,,
,,비율(%),,비율(%),,비율(%),,비율(%),,비율(%),,비율(%),,비율(%),,,,,,,,,,,,,
,,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),Total,Rate of Change(%),,,,,,,,,,,
2001,81408,41,22803,11.5,19885,10,25215,12.7,25122,12.6,24355,12.3,-,-,198788,,,,,,,,,,,,
2002,115847,41.3,29661,10.6,30883,11,36215,12.9,35238,12.6,32891,11.7,-,-,280734,41.2,,,,,,,,,,,
2003,125865,42,30026,10,31344,10.5,37095,12.4,37246,12.4,32544,10.9,5273,1.8,299394,6.6,,,,,,,,,,,
2004,126609,39.8,35366,11.1,34009,10.7,36440,11.5,46595,14.7,34247,10.8,4635,1.5,317901,6.2,,,,,,,,,,,
2005,141692,41.8,40945,12.1,36303,10.7,36324,10.7,44677,13.2,34590,10.2,4205,1.2,338737,6.6,,,,,,,,,,,
2006,143249,40.4,41516,11.7,37611,10.6,37046,10.4,46756,13.2,40515,11.4,8112,2.3,354805,4.7,,,,,,,,,,,
2007,137913,36.8,42842,11.4,39900,10.7,46986,12.6,50346,13.4,45743,12.2,10653,2.8,374384,5.5,,,,,,,,,,,
2008,145531,37.1,48798,12.4,41067,10.5,45265,11.5,48662,12.4,48281,12.3,14717,3.8,392323,4.8,,,,,,,,,,,
2009,142302,35.1,57459,14.2,43942,10.8,43980,10.8,52524,12.9,48383,11.9,17102,4.2,405692,3.4,,,,,,,,,,,
2010,143620,32.6,58573,13.3,53196,12.1,51122,11.6,57685,13.1,52199,11.8,24473,5.6,440868,8.7,,,,,,,,,,,
2011,152443,33,58039,12.6,51355,11.1,52902,11.4,58085,12.6,51120,11.1,38398,8.3,462343,4.9,,,,,,,,,,,
2012,148515,31.5,60136,12.7,50035,10.6,54126,11.5,61079,12.9,54891,11.6,43014,9.1,471795,2,,,,,,,,,,,
2013,138021,28.8,59243,12.4,55660,11.6,55983,11.7,65719,13.7,54098,11.3,50818,10.6,479541,1.6,,,,,,,,,,,
2014,155042,31.6,63923,13,50216,10.2,48424,9.9,56727,11.6,48585,9.9,67483,13.8,490399,2.3,,,,,,,,,,,
2015,161466,32.6,67116,13.5,43876,8.9,46136,9.3,46819,9.5,46960,9.5,82988,16.8,495361,1,,,,,,,,,,,
2016,158804,31.2,67765,13.3,42925,8.4,48407,9.5,47999,9.4,49292,9.7,94043,18.5,509234,2.8,,,,,,,,,,,
2017,146408,28.1,66727,12.8,50323,9.7,45525,8.7,47724,9.2,48372,9.3,115838,22.2,520917,2.3,,,,,,,,,,,
2018,132135,24.6,64219,12,45628,8.5,49290,9.2,55607,10.4,50767,9.5,139415,26,537061,3.1,,,,,,,,,,,
2019,143156,27,60428,11.4,43391,8.2,44244,8.4,48993,9.2,48207,9.1,141432,26.7,529851,-1.3,,,,,,,,,,,
2020,156988,30.4,48763,9.5,46346,9,37748,7.3,41505,8,43097,8.4,141536,27.4,515983,-2.6,,,,,,,,,,,
2021,155146,28.9,43910,8.2,46296,8.6,44560,8.3,48709,9.1,41613,7.7,156826,29.2,537061,4.1,,,,,,,,,,,
2022,172517,31.3,42219,7.7,44919,8.1,41332,7.5,49641,9,37505,6.8,163242,29.6,551376,2.7,,,,,,,,,,,
2022.1,15709,30.6,4606,9,4537,8.8,3884,7.6,4115,8,3833,7.5,14670,28.6,51353,2.7,,,,,,,,,,,
2,13680,30.3,3698,8.2,3644,8.1,3587,8,3816,8.5,2969,6.6,13722,30.4,45117,7.6,,,,,,,,,,,
3,13611,29.4,2777,6,4003,8.7,3577,7.7,3742,8.1,2638,5.7,15920,34.4,46268,6,,,,,,,,,,,
4,13076,31.7,3255,7.9,2828,6.9,2840,6.9,3578,8.7,2526,6.1,13175,31.9,41278,2.4,,,,,,,,,,,
5,14290,34,3092,7.4,3278,7.8,2632,6.3,4049,9.6,2591,6.2,12128,28.8,42060,2.5,,,,,,,,,,,
6,14411,32.8,3211,7.3,3377,7.7,3222,7.3,4534,10.3,3125,7.1,12097,27.5,43976,3.6,,,,,,,,,,,
7,15108,29.6,3847,7.5,5013,9.8,4173,8.2,5154,10.1,3585,7,14106,27.7,50986,1.2,,,,,,,,,,,
8,16044,32,4138,8.2,3967,7.9,3632,7.2,4877,9.7,3362,6.7,14145,28.2,50165,4,,,,,,,,,,,
9,13879,32.5,3355,7.9,3383,7.9,2656,6.2,4147,9.7,2955,6.9,12293,28.8,42669,1.3,,,,,,,,,,,
10,14110,33.5,3603,8.6,2543,6,2980,7.1,3526,8.4,3008,7.1,12333,29.3,42102,-1.6,,,,,,,,,,,
11,13726,31.9,2877,6.7,3711,8.6,3777,8.8,3295,7.6,3022,7,12677,29.4,43084,-1.8,,,,,,,,,,,
12,14875,28.4,3759,7.2,4633,8.9,4373,8.4,4809,9.2,3891,7.4,15976,30.5,52316,4.1,,,,,,,,,,,
3-3. 연료원별 전력거래량,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Energy Trading Volume by Fuel Type,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분,원자력,,석탄,,LNG,,유류,,양수,,신재생,,기타,,합계,증감률(%),"[단위 : GWh, %]",,,,,,,,,,
,Nuclear Power,,Coal,,LNG,,Oil,,PSH,,Renewable,,Others,,,,"[Unit : GWh, %]",,,,,,,,,,
,,비율(%),,비율(%),,비율(%),,비율(%),,비율(%),,비율(%),,비율(%),,,,,,,,,,,,,
,,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),,Proportion(%),Total,Rate of Change(%),,,,,,,,,,,
2001,80528,40.5,83308,41.9,17040,8.6,15504,7.8,1528,0.8,880,0.4,0,0,198788,,,,,,,,,,,,
2002,114684,40.9,114579,40.8,31396,11.2,16845,6,2068,0.7,1163,0.4,0,0,280734,41.2,,,,,,,,,,,
2003,124412,41.6,116754,39,34152,11.4,19093,6.4,1978,0.7,3006,1,0,0,299394,6.6,,,,,,,,,,,
2004,125142,39.4,122891,38.7,47489,14.9,17745,5.6,1527,0.5,3108,1,0,0,317901,6.2,,,,,,,,,,,
2005,140367,41.4,129231,38.2,48281,14.3,16615,4.9,1503,0.4,2740,0.8,0,0,338737,6.6,,,,,,,,,,,
2006,142114,40.1,134480,37.9,57074,16.1,15420,4.3,1741,0.5,3977,1.1,0,0,354805,4.7,,,,,,,,,,,
2007,136599,36.5,149114,39.8,65666,17.5,16556,4.4,1398,0.4,5051,1.3,0,0,374384,5.5,,,,,,,,,,,
2008,144254,36.8,166728,42.5,65155,16.6,8965,2.3,2480,0.6,4740,1.2,0,0,392323,4.8,,,,,,,,,,,
2009,141123,34.8,186138,45.9,57555,14.2,12869,3.2,2814,0.7,5193,1.3,0,0,405692,3.4,,,,,,,,,,,
2010,141894,32.2,191007,43.3,85173,19.3,11841,2.7,2774,0.6,8177,1.9,0,0,440868,8.7,,,,,,,,,,,
2011,147763,32,193554,41.9,96005,20.8,9568,2.1,3214,0.7,12237,2.6,0,0,462343,4.9,,,,,,,,,,,
2012,143548,30.4,192623,40.8,105177,22.3,14524,3.1,3634,0.8,12289,2.6,0,0,471795,2,,,,,,,,,,,
2013,132465,27.6,194358,40.5,119875,25,14757,3.1,4088,0.9,13997,2.9,0,0,479541,1.6,,,,,,,,,,,
2014,149199,30.4,197223,40.2,114847,23.4,7596,1.5,5042,1,16491,3.4,1,0.0,490399,2.3,,,,,,,,,,,
2015,157167,31.7,201070,40.6,106426,21.5,9407,1.9,3641,0.7,17634,3.6,15,0.0,495361,1,,,,,,,,,,,
2016,154310,30.3,206610,40.6,111788,22,13308,2.6,3618,0.7,19369,3.8,231,0.0,509234,2.8,,,,,,,,,,,
2017,141278,27.1,229150,44,117636,22.6,5732,1.1,4176,0.8,22604,4.3,340,0.1,520917,2.3,,,,,,,,,,,
2018,127078,23.7,229350,42.7,144067,26.8,6562,1.2,3899,0.7,25607,4.8,499,0.1,537061,3.1,,,,,,,,,,,
2019,138809,26.2,217616,41.1,138902,26.2,4017,0.8,3448,0.7,24592,4.6,2466,0.5,529851,-1.3,,,,,,,,,,,
2020,152583,29.6,187381,36.3,141014,27.3,2188,0.4,3262,0.6,22400,4.3,7155,1.4,515983,-2.6,,,,,,,,,,,
2021,150457,28,188855,35.2,163401,30.4,2115,0.4,3674,0.7,25793,4.8,2767,0.5,537061,4.1,,,,,,,,,,,
2022,167513,30.4,185907,33.7,159614,28.9,1320,0.2,3706,0.7,31350,5.7,1965,0.4,551376,2.7,,,,,,,,,,,
2022.1,15331,29.9,17756,34.6,14972,29.2,466,0.9,329,0.6,2309,4.5,189,0.4,51353,2.7,,,,,,,,,,,
2,13314,29.5,15433,34.2,13335,29.6,142,0.3,323,0.7,2376,5.3,194,0.4,45117,7.6,,,,,,,,,,,
3,13198,28.5,13622,29.4,16314,35.3,117,0.3,343,0.7,2497,5.4,178,0.4,46268,6,,,,,,,,,,,
4,12748,30.9,12810,31,12633,30.6,75,0.2,266,0.6,2600,6.3,146,0.4,41278,2.4,,,,,,,,,,,
5,13912,33.1,13060,31.1,11817,28.1,37,0.1,293,0.7,2807,6.7,135,0.3,42060,2.5,,,,,,,,,,,
6,14014,31.9,14895,33.9,12206,27.8,58,0.1,276,0.6,2399,5.5,129,0.3,43976,3.6,,,,,,,,,,,
7,14590,28.6,18766,36.8,14475,28.4,79,0.2,286,0.6,2648,5.2,141,0.3,50986,1.2,,,,,,,,,,,
8,15487,30.9,18107,36.1,12906,25.7,36,0.1,328,0.7,3131,6.2,169,0.3,50165,4,,,,,,,,,,,
9,13403,31.4,14915,35,11034,25.9,53,0.1,315,0.7,2803,6.6,146,0.3,42669,1.3,,,,,,,,,,,
10,13683,32.5,13962,33.2,11147,26.5,66,0.2,323,0.8,2705,6.4,217,0.5,42102,-1.6,,,,,,,,,,,
11,13337,31,14445,33.5,12366,28.7,77,0.2,312,0.7,2403,5.6,145,0.3,43084,-1.8,,,,,,,,,,,
12,14498,27.7,18134,34.7,16408,31.4,114,0.2,312,0.6,2673,5.1,177,0.3,52316,4.1,,,,,,,,,,,
3-4. 시간대별 전력거래량,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Energy Trading Volume by Hour,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,구분,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시,합계,"[단위 : GWh, %]"
,1 Hour,2 Hour,3 Hour,4 Hour,5 Hour,6 Hour,7 Hour,8 Hour,9 Hour,10 Hour,11 Hour,12 Hour,,13 Hour,14 Hour,15 Hour,16 Hour,17 Hour,18 Hour,19 Hour,20 Hour,21 Hour,22 Hour,23 Hour,24 Hour,Total,"[Unit : GWh, %]"
2001,8095,7719,7499,7359,7291,7304,7441,7671,8081,8580,8730,8777,2001,8335,8626,8752,8705,8698,8666,8709,8791,8764,8691,8950,8555,198788,
2002,11799,11208,10841,10593,10506,10525,10692,10971,11437,12025,12198,12249,2002,11684,12002,12162,12094,12089,12062,12191,12273,12245,12258,12458,12172,280734,
2003,12398,11849,11544,11300,11229,11280,11489,11766,12226,12820,13000,13040,2003,12500,12813,12956,12877,12865,12844,13003,13102,13195,13033,13303,12963,299394,
2004,13058,12516,12156,11910,11844,11913,12159,12485,12976,13597,13798,13851,2004,13270,13648,13803,13728,13720,13702,13852,13998,14069,13874,14183,13791,317901,
2005,13842,13310,12972,12745,12679,12741,12971,13311,13861,14533,14734,14789,2005,14195,14559,14708,14618,14610,14581,14723,14907,14911,14699,15067,14669,338737,
2006,14398,13823,13500,13326,13340,13471,13731,13999,14537,15227,15458,15512,2006,14797,15255,15433,15338,15314,15307,15461,15632,15559,15325,15754,15306,354805,
2007,15096,14462,14145,14010,14102,14320,14619,14873,15484,16107,16382,16427,2007,15588,16134,16333,16224,16202,16174,16327,16487,16361,16085,16365,16077,374384,
2008,15640,15047,14784,14694,14795,15016,15339,15648,16326,16918,17243,17295,2008,16439,17010,17203,17082,17058,17008,17113,17231,17077,16765,16887,16705,392323,
2009,16006,15444,15238,15181,15283,15514,15860,16189,17000,17623,17946,17938,2009,17025,17667,17863,17739,17697,17635,17713,17795,17597,17256,17325,17156,405692,
2010,17389,16844,16656,16591,16670,16852,17191,17547,18487,19157,19484,19464,2010,18534,19202,19393,19277,19257,19211,19289,19297,19058,18718,18746,18556,440868,
2011,18209,17726,17571,17523,17597,17769,18112,18511,19449,20120,20402,20371,2011,19400,20097,20300,20175,20170,20073,20150,20180,19948,19596,19540,19353,462343,
2012,18564,18164,18044,18010,18093,18212,18451,18834,19883,20560,20823,20793,2012,19865,20542,20710,20579,20568,20443,20499,20515,20285,19911,19803,19643,471795,
2013,18790,18424,18314,18295,18379,18521,18760,19159,20259,20999,21200,21134,2013,20220,20874,21060,20926,20932,20845,20893,20868,20626,20213,20027,19824,479541,
2014,19142,18887,18753,18681,18762,18933,19246,19643,20790,21509,21710,21633,2014,20617,21335,21563,21435,21467,21355,21371,21335,21063,20625,20387,20157,490399,
2015,19252,18787,18635,18592,18692,18865,19249,19863,21159,21862,22047,21972,2015,20930,21656,21909,21800,21858,21737,21715,21649,21351,20860,20548,20371,495361,
2016,19663,19106,18991,18969,19068,19287,19781,20521,21826,22553,22764,22667,2016,21617,22345,22596,22507,22592,22467,22408,22299,21941,21377,21010,20879,509234,
2017,20031,19467,19349,19330,19474,19814,20461,21249,22431,23079,23252,23119,2017,22128,22817,23075,23012,23138,23030,22960,22820,22409,21805,21384,21282,520917,
2018,20737,20165,20044,20014,20136,20434,21041,21818,23147,23740,23837,23669,2018,22782,23415,23679,23665,23869,23818,23740,23583,23159,22531,22064,21974,537061,
2019,20505,19894,19772,19759,19879,20177,20786,21589,22864,23369,23312,23095,2019,22289,22926,23226,23291,23606,23599,23555,23426,23002,22365,21844,21719,529851,
2020,19996,19409,19267,19195,19295,19608,20256,21044,22248,22693,22533,22291,2020,21623,22142,22445,22612,23051,23156,23168,23033,22540,21856,21334,21186,515983,
2021,20690,20169,19995,19899,20009,20379,21135,22063,23211,23521,23284,23038,2021,22493,23005,23344,23606,24116,24308,24349,24164,23585,22772,22067,21858,537061,
2022,21394,20878,20616,20458,20554,20927,21687,22651,23858,24085,23746,23405,2022,22866,23362,23725,24071,24719,25015,25115,24941,24360,23546,22835,22561,551376,
2022.1,2016,1966,1946,1940,1954,1992,2068,2179,2315,2322,2262,2197,2022.1,2125,2151,2173,2202,2273,2303,2293,2240,2178,2097,2067,2094,51353,
2,1780,1741,1722,1715,1727,1762,1829,1921,2026,2019,1970,1914,2,1854,1867,1885,1906,1962,1994,2023,1991,1937,1870,1839,1864,45117,
3,1826,1786,1765,1760,1779,1821,1886,1968,2058,2054,1997,1944,3,1881,1904,1916,1939,1989,2027,2067,2070,2015,1963,1932,1921,46268,
4,1653,1611,1596,1587,1602,1637,1690,1730,1775,1757,1701,1665,4,1623,1658,1687,1723,1780,1825,1867,1901,1866,1819,1776,1748,41278,
5,1663,1628,1612,1601,1607,1622,1659,1695,1755,1760,1731,1716,5,1686,1734,1775,1813,1868,1902,1925,1947,1925,1867,1807,1765,42060,
6,1674,1638,1614,1597,1598,1612,1665,1741,1843,1897,1904,1907,6,1878,1933,1961,1977,2010,2012,2011,2009,1981,1908,1827,1778,43976,
7,1905,1849,1815,1789,1784,1800,1871,1980,2124,2220,2252,2263,7,2225,2294,2326,2341,2377,2383,2373,2364,2317,2215,2097,2020,50986,
8,1870,1821,1789,1764,1762,1787,1859,1966,2104,2194,2222,2231,8,2198,2254,2282,2295,2328,2333,2326,2326,2261,2160,2050,1981,50165,
9,1626,1590,1572,1558,1560,1588,1641,1707,1792,1823,1815,1812,9,1782,1841,1884,1918,1967,1982,1990,1981,1915,1841,1766,1719,42669,
10,1657,1616,1599,1589,1600,1638,1698,1758,1805,1777,1727,1698,10,1675,1716,1755,1804,1880,1933,1968,1938,1888,1836,1787,1758,42102,
11,1688,1646,1628,1618,1633,1677,1749,1821,1906,1877,1819,1769,11,1726,1772,1816,1860,1932,1961,1957,1921,1882,1836,1795,1795,43084,
12,2034,1985,1957,1940,1950,1990,2071,2185,2356,2385,2345,2289,12,2212,2239,2264,2294,2352,2361,2314,2253,2196,2133,2092,2119,52316,
1) 시간대별 거래량은 소수점 없이 반올림한 수치로 1시~24시의 합산값이 합계(Total)과 동일하지 않을 수 있습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,
